year,km_driven,seats,selling_price,mileage_no,engine_no,max_power_no,torque_nm,f_diesel,f_petrol,f_lpg,f_cng,seller_type_individual,seller_type_dealer,seller_type_trusted_dealer,owner_no,transmission_no
2017,20000,5.0,650000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,1
2010,70000,5.0,150000,18.6,1199.0,79.4,108.0,0,1,0,0,1,0,0,1,1
2018,19000,5.0,900000,23.0,1498.0,98.96,205.0,1,0,0,0,1,0,0,1,1
2015,13500,5.0,2500000,14.74,2993.0,270.9,600.0,1,0,0,0,0,1,0,1,2
2016,38000,5.0,275000,24.7,796.0,47.3,69.0,0,1,0,0,0,1,0,1,1
2000,280000,5.0,150000,14.8,1998.0,68.0,122.583125,1,0,0,0,1,0,0,2,1
2018,77800,5.0,950000,25.1,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2016,80000,5.0,720000,21.19,1396.0,88.73,220.0,1,0,0,0,1,0,0,1,1
2015,87847,5.0,480000,28.4,1248.0,74.0,190.0,1,0,0,0,0,1,0,1,1
2015,25000,5.0,260000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,1,1
2018,30000,5.0,330000,23.01,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
2016,120000,5.0,350000,24.4,1120.0,71.0,180.4,1,0,0,0,1,0,0,2,1
2012,80000,5.0,270000,21.02,1248.0,88.76,200.0,1,0,0,0,1,0,0,1,1
2016,67000,7.0,745000,15.4,1997.0,120.0,280.0,1,0,0,0,1,0,0,1,1
2012,120000,5.0,110000,17.8,1405.0,70.0,132.389775,1,0,0,0,1,0,0,2,1
2017,19000,5.0,600000,17.19,1197.0,81.86,114.73,0,1,0,0,1,0,0,1,1
2013,110000,8.0,850000,12.99,2494.0,100.0,200.0,1,0,0,0,1,0,0,2,1
2005,89000,5.0,150000,15.3,1341.0,83.0,115.0,0,1,0,0,1,0,0,2,1
2012,50000,4.0,70000,25.4,624.0,37.48,51.0,0,1,0,0,1,0,0,2,1
2011,160000,7.0,350000,13.93,2179.0,138.0,320.0,1,0,0,0,1,0,0,1,1
2018,12000,6.0,900000,16.55,2498.0,105.0,247.0,1,0,0,0,0,1,0,1,1
2011,165000,5.0,275000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,1,1
2011,110000,8.0,900000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,1,1
2012,100000,5.0,550000,14.53,1794.0,138.1,173.0,0,1,0,0,1,0,0,1,2
2013,60000,7.0,540000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,1
2019,26000,5.0,1050000,23.0,1498.0,98.96,205.0,1,0,0,0,0,1,0,1,1
2018,69779,5.0,600000,22.0,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,2
2012,70000,5.0,220000,25.44,936.0,57.6,150.0,1,0,0,0,1,0,0,2,1
2012,80000,5.0,250000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,2,1
2016,85000,5.0,450000,25.8,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
2010,60000,5.0,160000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,3,1
2016,68089,5.0,2000000,19.16,2494.0,157.7,213.0,0,1,0,0,0,0,1,1,2
2017,35000,6.0,775000,16.55,2498.0,105.0,247.0,1,0,0,0,1,0,0,1,1
2009,146000,7.0,250000,13.93,2179.0,138.0,320.0,1,0,0,0,1,0,0,2,1
2015,50000,5.0,600000,26.59,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2017,67000,7.0,660000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,2,1
2012,129000,7.0,595000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,3,1
2019,2286,5.0,1150000,18.15,998.0,118.35,171.6,0,1,0,0,0,0,1,1,2
2008,100000,7.0,300000,11.5,1991.0,147.9,320.0,1,0,0,0,1,0,0,2,1
2018,2000,5.0,2475000,16.8,1984.0,150.0,350.0,1,0,0,0,0,1,0,1,2
2010,60000,5.0,240000,17.5,1298.0,85.8,114.0,0,1,0,0,1,0,0,2,1
2006,106000,5.0,150000,17.3,993.0,60.0,78.0,0,1,0,0,1,0,0,2,1
2017,60000,5.0,300000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2017,60000,5.0,800000,23.65,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2008,80000,5.0,67000,17.2,1396.0,53.5,83.35652499999999,1,0,0,0,1,0,0,2,1
2011,375000,8.0,650000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,1,1
2013,230000,5.0,229999,20.0,1399.0,68.1,160.0,1,0,0,0,1,0,0,1,1
2010,42000,5.0,320000,23.03,1396.0,69.0,140.0,1,0,0,0,1,0,0,1,1
2018,52000,5.0,610000,22.0,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,1
2015,35000,5.0,430000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,2,1
2016,130000,5.0,900000,21.38,1396.0,88.7,219.7,1,0,0,0,1,0,0,1,1
2002,100000,5.0,60000,17.3,993.0,60.0,78.0,0,1,0,0,1,0,0,4,1
2011,68519,5.0,130000,16.2,995.0,62.1,90.3,0,1,0,0,0,1,0,1,1
2016,35000,5.0,225000,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
2015,110000,5.0,590000,27.39,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2012,200000,5.0,240000,22.07,1199.0,73.9,180.0,1,0,0,0,1,0,0,1,1
2008,110000,5.0,105000,17.7,1497.0,78.0,124.54445499999999,0,1,0,0,1,0,0,2,1
2013,120000,5.0,390000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2019,4300,5.0,685000,18.6,1197.0,81.86,117.0,0,1,0,0,0,1,0,1,1
2017,36000,5.0,670000,27.39,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2011,90000,5.0,300000,21.1,1248.0,73.9,113.0,1,0,0,0,1,0,0,2,1
2015,120000,5.0,615000,26.0,1498.0,98.6,200.0,1,0,0,0,1,0,0,2,1
2018,30000,5.0,450000,18.9,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
2017,45000,5.0,3200000,19.33,1999.0,177.0,430.0,1,0,0,0,0,1,0,1,2
2008,163000,5.0,200000,17.8,1399.0,68.0,159.848395,1,0,0,0,1,0,0,1,1
2017,29000,6.0,360000,18.15,1198.0,82.0,115.0,0,1,0,0,1,0,0,1,1
2009,120000,7.0,1025000,12.07,2967.0,241.4,550.0,1,0,0,0,1,0,0,3,2
2012,65000,5.0,250000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,2,1
2015,34000,5.0,229999,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,2,1
2014,70100,5.0,484999,22.54,1396.0,88.73,219.7,1,0,0,0,0,1,0,1,1
2018,35000,5.0,900000,21.13,1498.0,108.6,250.0,1,0,0,0,1,0,0,1,1
2011,78432,5.0,415000,16.52,1991.0,123.7,305.0,1,0,0,0,1,0,0,1,1
2004,120000,5.0,325000,10.1,2354.0,152.0,215.0,0,1,0,0,1,0,0,3,2
2012,60000,5.0,300000,19.2,1086.0,68.05,99.04,0,0,1,0,1,0,0,1,1
2019,7200,5.0,780000,21.1,998.0,100.5,150.0,0,1,0,0,1,0,0,1,1
2017,35000,5.0,350000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,2,1
2018,14495,5.0,560000,18.78,999.0,75.0,95.0,0,1,0,0,0,1,0,1,1
2013,92500,5.0,530000,22.32,1582.0,126.3,259.9,1,0,0,0,1,0,0,1,1
2018,40000,5.0,1200000,22.0,1582.0,126.2,259.87,1,0,0,0,1,0,0,1,1
2015,68000,7.0,571000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,2,1
2019,43000,5.0,811000,22.54,1396.0,88.76,224.0,1,0,0,0,1,0,0,1,1
2013,79328,7.0,750000,12.99,2494.0,100.6,200.0,1,0,0,0,0,0,1,2,1
2017,40000,5.0,370000,18.16,1196.0,86.8,112.0,0,1,0,0,1,0,0,2,1
2019,5621,5.0,650000,22.0,1197.0,81.8,113.0,0,1,0,0,0,0,1,1,2
2014,70000,5.0,235000,26.3,998.0,67.1,90.0,0,0,0,1,1,0,0,2,1
2016,68089,5.0,2000000,19.16,2494.0,157.7,213.0,0,1,0,0,0,0,1,1,2
2019,2000,9.0,800000,15.96,2523.0,63.0,180.0,1,0,0,0,1,0,0,1,1
2011,35000,5.0,250000,16.36,1495.0,93.7,124.6,0,1,0,0,1,0,0,1,1
2015,150546,5.0,500000,22.0,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,1
2012,60000,5.0,290000,21.02,1248.0,88.76,200.0,1,0,0,0,1,0,0,1,1
2018,32600,5.0,819999,24.3,1248.0,88.5,200.0,1,0,0,0,0,1,0,1,1
2018,20375,5.0,480000,20.89,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,1
2020,5000,5.0,675000,20.7,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,2
2018,30000,7.0,1575000,17.6,2179.0,153.86,400.0,1,0,0,0,1,0,0,1,1
2018,40000,5.0,750000,22.54,1396.0,88.76,224.0,1,0,0,0,1,0,0,1,1
2017,30000,5.0,390000,21.94,1196.0,63.0,83.0,0,0,0,1,1,0,0,1,1
2019,5621,5.0,650000,22.0,1197.0,81.8,113.0,0,1,0,0,0,0,1,1,2
2004,160000,5.0,170000,13.1,1493.0,82.0,187.0,1,0,0,0,1,0,0,3,1
2019,11500,5.0,5923000,15.26,1798.0,187.74,320.0,0,1,0,0,0,1,0,5,2
2012,110000,5.0,350000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,3,1
2013,110000,7.0,750000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,1
2008,80000,5.0,170000,16.1,1298.0,88.2,112.77647499999999,0,1,0,0,1,0,0,3,1
2018,35000,6.0,900000,16.55,2498.0,105.0,247.0,1,0,0,0,1,0,0,1,1
2017,87500,5.0,1550000,17.1,1956.0,170.0,350.0,1,0,0,0,1,0,0,1,1
2018,22000,5.0,650000,21.56,1462.0,103.25,138.0,0,1,0,0,1,0,0,2,1
2013,90000,5.0,409999,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2017,67000,7.0,660000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,2,1
2019,7032,5.0,779000,19.0,1199.0,88.76,110.0,0,1,0,0,0,0,1,1,2
2013,151000,7.0,1090000,13.5,2477.0,175.56,400.0,1,0,0,0,0,1,0,1,1
2013,58343,5.0,225000,21.79,998.0,67.05,90.0,0,1,0,0,0,0,1,1,1
2016,30000,5.0,2450000,18.25,1968.0,187.74,400.0,1,0,0,0,0,1,0,1,2
2016,30000,5.0,650000,27.3,1498.0,98.6,200.0,1,0,0,0,1,0,0,2,1
2012,80000,5.0,270000,23.2,1248.0,73.94,190.0,1,0,0,0,1,0,0,3,1
2017,100000,7.0,850000,14.1,2179.0,147.94,320.0,1,0,0,0,1,0,0,1,1
2017,80000,7.0,891000,15.4,2179.0,120.0,280.0,1,0,0,0,1,0,0,1,1
2018,13000,7.0,1050000,17.0,2200.0,139.01,321.0,1,0,0,0,1,0,0,1,1
2013,200000,8.0,300000,20.07,1461.0,75.0,185.0,1,0,0,0,1,0,0,2,1
2017,62960,5.0,500000,25.83,1498.0,99.0,215.0,1,0,0,0,0,1,0,1,1
2013,40000,5.0,290000,18.5,1197.0,82.85,113.7,0,1,0,0,1,0,0,1,1
2011,50000,5.0,275000,18.6,1197.0,85.8,114.0,0,1,0,0,1,0,0,1,1
2007,175000,5.0,195000,18.7,1896.0,66.0,2059.3965,1,0,0,0,1,0,0,2,1
2005,120000,5.0,150000,13.2,1495.0,94.0,122.583125,0,1,0,0,1,0,0,1,1
2010,96443,7.0,535000,11.57,2179.0,138.1,320.0,1,0,0,0,1,0,0,2,1
2016,11000,5.0,645000,14.3,1598.0,103.5,153.0,0,1,0,0,0,1,0,1,2
2017,20000,5.0,600000,27.39,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2008,70000,5.0,150000,17.7,1497.0,78.0,124.54445499999999,0,1,0,0,1,0,0,3,1
2019,15000,6.0,1000000,19.01,1462.0,103.2,138.0,0,1,0,0,1,0,0,1,1
2019,20000,5.0,5150000,22.37,2487.0,214.56,202.0,0,1,0,0,0,1,0,1,2
2017,35000,5.0,650000,27.39,1248.0,74.0,190.0,1,0,0,0,1,0,0,2,1
2019,8500,5.0,5500000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2014,50000,5.0,220000,17.5,1298.0,85.8,114.0,0,1,0,0,1,0,0,1,1
2020,1000,5.0,654000,21.21,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,2
2018,7800,5.0,700000,22.0,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,2
2018,69779,5.0,600000,22.0,1197.0,81.8,113.0,0,1,0,0,0,1,0,1,2
2019,18000,7.0,1575000,15.1,2179.0,152.87,360.0,1,0,0,0,1,0,0,1,1
2019,17000,5.0,700000,18.6,1197.0,81.86,114.73,0,1,0,0,1,0,0,1,1
2019,4000,5.0,693000,18.6,1197.0,81.86,117.0,0,1,0,0,1,0,0,1,1
2016,22000,5.0,250000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2014,120000,5.0,400000,19.1,1197.0,85.8,114.0,0,1,0,0,1,0,0,1,1
2009,164000,5.0,229999,19.3,1248.0,73.9,190.0,1,0,0,0,1,0,0,2,1
2015,100000,7.0,900000,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,2
2017,56290,5.0,450000,24.0,1186.0,73.97,190.24,1,0,0,0,0,1,0,1,1
2005,90000,5.0,80000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,2,2
2013,58343,5.0,225000,21.79,998.0,67.05,90.0,0,1,0,0,0,0,1,1,1
2019,30000,7.0,710000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2016,23700,5.0,470000,20.4,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,1
2011,88000,5.0,290000,16.52,1991.0,123.7,305.0,1,0,0,0,1,0,0,3,1
2015,15200,5.0,290000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2012,60000,5.0,370000,22.9,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2018,60000,7.0,797000,16.5,1493.0,70.0,195.0,1,0,0,0,1,0,0,1,1
2011,80000,7.0,590000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,3,1
2011,80000,5.0,475000,22.32,1582.0,126.32,259.8,1,0,0,0,1,0,0,1,1
2015,70000,7.0,1044999,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,2
2018,35000,7.0,3200000,10.91,3198.0,197.0,470.0,1,0,0,0,1,0,0,1,2
2016,99000,5.0,650000,21.66,1498.0,103.52,250.0,1,0,0,0,0,1,0,1,2
2017,90000,7.0,680000,16.5,1493.0,70.0,195.0,1,0,0,0,1,0,0,1,1
2015,17000,5.0,290000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2019,8500,5.0,5500000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2009,30000,5.0,145000,18.0,995.0,62.0,90.3,0,1,0,0,1,0,0,1,1
2019,10000,5.0,650000,17.19,1197.0,81.86,114.73,0,1,0,0,1,0,0,1,1
2016,68089,5.0,2000000,19.16,2494.0,157.7,213.0,0,1,0,0,0,0,1,1,2
2017,25000,5.0,310000,21.1,814.0,55.2,74.5,0,1,0,0,1,0,0,1,1
2018,9000,5.0,740000,21.4,1197.0,83.1,115.0,0,1,0,0,1,0,0,1,2
2018,35000,5.0,670000,22.71,1461.0,84.8,200.0,1,0,0,0,1,0,0,1,1
2015,84000,5.0,330000,23.1,998.0,67.04,90.0,0,1,0,0,1,0,0,2,1
2006,70000,5.0,160000,16.9,1497.0,100.0,132.389775,0,1,0,0,1,0,0,2,1
2008,50000,5.0,168000,11.0,2359.0,165.0,231.43694,0,1,0,0,1,0,0,1,2
2016,101000,6.0,630000,16.55,2498.0,105.0,247.0,1,0,0,0,1,0,0,1,1
2012,73000,7.0,520000,20.77,1248.0,88.76,200.0,1,0,0,0,1,0,0,1,1
2010,210000,8.0,450000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,2,1
2017,56000,5.0,600000,27.39,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2011,100000,5.0,220000,20.0,1399.0,68.0,160.0,1,0,0,0,1,0,0,1,1
2017,70000,5.0,625000,27.39,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2010,85568,5.0,185000,18.5,1399.0,68.0,160.0,1,0,0,0,0,1,0,1,1
2012,120000,5.0,420000,17.4,1197.0,85.8,114.0,0,1,0,0,1,0,0,1,2
2017,60000,5.0,725000,28.4,1248.0,74.02,190.0,1,0,0,0,1,0,0,1,1
2017,25538,5.0,625000,16.78,1496.0,88.73,132.0,0,1,0,0,0,0,1,1,1
2007,120000,5.0,125000,15.0,1586.0,104.68,1421.96425,0,1,0,0,1,0,0,3,1
2016,75000,5.0,285000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,1,1
2016,80000,5.0,488000,20.85,1197.0,83.14,115.0,0,1,0,0,1,0,0,2,1
2011,160000,5.0,325000,20.86,1199.0,75.0,180.0,1,0,0,0,1,0,0,3,1
2012,80000,5.0,415000,16.47,1198.0,73.9,110.0,0,1,0,0,1,0,0,1,1
2011,50000,5.0,215000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,2,1
2018,25000,7.0,1200000,15.1,2179.0,152.87,360.0,1,0,0,0,1,0,0,1,1
2017,110000,5.0,420000,24.7,1047.0,69.0,140.0,1,0,0,0,1,0,0,1,1
2018,15000,5.0,620000,20.89,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,2
2014,145241,7.0,700000,12.05,2179.0,120.0,290.0,1,0,0,0,1,0,0,1,1
2013,120000,5.0,200000,19.4,1405.0,70.0,135.4,1,0,0,0,1,0,0,1,1
2010,80000,5.0,180000,21.12,1248.0,88.8,200.0,1,0,0,0,1,0,0,1,1
2019,20000,5.0,5150000,22.37,2487.0,214.56,202.0,0,1,0,0,0,1,0,1,2
2015,74000,5.0,750000,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,1
2011,49563,5.0,160000,16.2,995.0,62.1,90.3,0,1,0,0,0,1,0,1,1
2019,1500,5.0,840000,18.2,1199.0,88.7,110.0,0,1,0,0,1,0,0,1,2
2017,10000,5.0,550000,18.9,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,2
2014,50000,7.0,750000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
2016,100000,5.0,400000,18.15,1198.0,82.0,115.0,0,1,0,0,1,0,0,1,1
2013,62000,7.0,700000,13.1,2499.0,141.0,330.0,1,0,0,0,0,1,0,1,1
2018,70000,7.0,1576000,13.68,2393.0,147.8,343.0,1,0,0,0,1,0,0,1,1
2017,80000,5.0,280000,22.95,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2007,80000,5.0,70000,18.2,1061.0,64.0,84.0,0,1,0,0,1,0,0,2,1
1997,60000,4.0,50000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,2,1
2015,57000,5.0,450000,23.0,1248.0,88.7,200.0,1,0,0,0,1,0,0,1,1
2012,151000,8.0,1100000,12.8,2494.0,102.0,200.05565999999996,1,0,0,0,1,0,0,1,1
2012,90000,5.0,191000,19.0,998.0,67.1,90.0,0,1,0,0,1,0,0,1,1
2017,76139,5.0,850000,23.0,1498.0,98.96,205.0,1,0,0,0,1,0,0,1,1
2008,50000,5.0,229999,19.81,1086.0,68.05,99.04,0,1,0,0,1,0,0,1,1
2019,7032,5.0,779000,19.0,1199.0,88.76,110.0,0,1,0,0,0,0,1,1,2
2011,90000,5.0,1000000,14.94,2143.0,204.0,500.0,1,0,0,0,0,1,0,1,2
2013,60000,7.0,400000,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,2,1
2008,70000,5.0,95000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
2016,25000,5.0,400000,23.1,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2015,110000,5.0,520000,20.14,1498.0,88.8,230.0,1,0,0,0,1,0,0,2,1
2001,35000,4.0,75000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,3,1
2012,60000,5.0,220000,18.9,998.0,67.1,90.0,0,1,0,0,1,0,0,3,1
2018,28000,5.0,680000,21.21,1197.0,81.8,113.0,0,1,0,0,1,0,0,1,2
2014,90000,5.0,530000,25.2,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2016,40000,5.0,240000,16.8,796.0,34.2,59.0,0,1,0,0,1,0,0,1,1
2014,15000,5.0,204999,22.74,796.0,47.3,69.0,0,1,0,0,1,0,0,2,1
2013,100000,5.0,350000,20.54,1598.0,103.6,250.0,1,0,0,0,1,0,0,1,1
2014,70000,7.0,480000,15.05,2179.0,147.9,320.0,1,0,0,0,1,0,0,2,1
2017,75000,5.0,650000,26.59,1248.0,74.0,190.0,1,0,0,0,1,0,0,1,1
2011,320000,8.0,400000,12.05,2179.0,120.0,290.0,1,0,0,0,1,0,0,3,1
2020,40000,5.0,500000,17.57,1193.0,88.7,140.0,0,1,0,0,1,0,0,1,1
2015,40000,5.0,380000,17.57,1193.0,88.7,140.0,0,1,0,0,1,0,0,1,1
2015,50000,5.0,1050000,17.01,1582.0,126.2,259.9,1,0,0,0,1,0,0,1,2
2012,90000,5.0,450000,19.01,1461.0,108.45,248.0,1,0,0,0,1,0,0,1,1
2016,68089,5.0,2000000,19.16,2494.0,157.7,213.0,0,1,0,0,0,0,1,1,2
2013,133000,7.0,550000,14.0,2179.0,138.1,320.0,1,0,0,0,1,0,0,1,1
2008,120000,5.0,120000,16.8,1493.0,110.0,235.3596,1,0,0,0,1,0,0,2,1
2017,20000,5.0,475000,20.51,998.0,67.0,90.0,0,1,0,0,1,0,0,1,2
2011,120000,5.0,425000,19.33,1968.0,138.1,320.0,1,0,0,0,1,0,0,2,1
2019,20000,5.0,1270000,17.0,1591.0,121.3,151.0,0,1,0,0,1,0,0,1,2
2018,25000,5.0,625000,17.0,1198.0,108.5,170.0,0,1,0,0,1,0,0,1,1
2015,77000,7.0,1100000,16.0,2179.0,140.0,330.0,1,0,0,0,1,0,0,2,2
2016,100000,7.0,1100000,15.4,1997.0,120.0,280.0,1,0,0,0,1,0,0,1,1
2013,50000,5.0,1689999,18.53,1968.0,187.74,400.0,1,0,0,0,0,1,0,1,2
2003,132478,7.0,150000,13.6,2523.0,63.0,180.0,1,0,0,0,1,0,0,2,1
2008,100000,7.0,400000,12.05,2179.0,120.0,290.0,1,0,0,0,1,0,0,3,1
2019,25000,5.0,310000,25.17,799.0,53.3,72.0,0,1,0,0,1,0,0,1,1
2017,60000,7.0,645000,18.49,1493.0,100.0,240.0,1,0,0,0,1,0,0,1,1
2015,100000,5.0,2600000,15.26,2143.0,203.2,500.0,1,0,0,0,1,0,0,2,2
2012,90000,5.0,83000,25.0,1396.0,69.0,140.0,1,0,0,0,1,0,0,2,1
2019,8500,5.0,5500000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2008,60000,5.0,140000,20.36,1197.0,78.9,111.7,0,1,0,0,1,0,0,2,1
2009,35000,5.0,140000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,1,1
2017,15000,5.0,600000,17.19,1197.0,81.86,114.73,0,1,0,0,1,0,0,1,1
2017,35000,5.0,240000,22.5,999.0,67.0,91.0,0,1,0,0,1,0,0,1,1
2013,18000,7.0,900000,15.1,2179.0,140.0,330.0,1,0,0,0,1,0,0,1,1
2019,25000,7.0,1650000,15.1,2179.0,152.87,360.0,1,0,0,0,1,0,0,2,2
2011,70000,5.0,345000,17.6,1496.0,88.7,132.0,0,1,0,0,1,0,0,1,1
2005,120000,5.0,100000,13.0,1493.0,100.0,128.46711499999998,0,1,0,0,1,0,0,2,1
2018,25000,5.0,800000,25.5,1498.0,98.6,200.0,1,0,0,0,1,0,0,1,1
2011,175000,5.0,175000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,2,1
2017,25538,5.0,625000,16.78,1496.0,88.73,132.0,0,1,0,0,0,0,1,1,1
2018,25000,5.0,570000,18.6,1197.0,81.83,114.7,0,1,0,0,1,0,0,1,1
2020,20102,8.0,1560000,13.68,2393.0,147.51,343.0,1,0,0,0,0,1,0,1,1
2015,190000,7.0,950000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,2,1
2015,50000,5.0,240000,23.95,998.0,67.05,90.0,0,1,0,0,1,0,0,2,1
2007,100000,5.0,130000,16.1,1405.0,70.0,132.389775,1,0,0,0,1,0,0,3,1
2008,100000,5.0,160000,13.9,1599.0,103.2,146.11908499999998,0,1,0,0,1,0,0,4,1
2004,56432,4.0,65000,16.1,796.0,37.0,59.0,0,1,0,0,0,1,0,1,1
2014,120000,7.0,509999,15.96,2523.0,62.1,195.0,1,0,0,0,1,0,0,1,1
2015,93000,5.0,409999,19.1,1197.0,81.86,113.75,0,1,0,0,1,0,0,1,1
2012,80000,5.0,290000,20.5,1598.0,103.5,250.0,1,0,0,0,1,0,0,2,1
2019,20000,5.0,3800000,18.0,1969.0,190.0,400.0,1,0,0,0,1,0,0,1,2
2008,80000,5.0,114999,17.92,1086.0,62.1,96.1,0,1,0,0,1,0,0,2,1
2019,20000,5.0,1300000,17.4,1497.0,117.6,145.0,0,1,0,0,1,0,0,1,2
2013,79328,7.0,750000,12.99,2494.0,100.6,200.0,1,0,0,0,0,0,1,2,1
2016,70000,5.0,800000,24.3,1248.0,88.5,200.0,1,0,0,0,1,0,0,1,1
2011,125000,5.0,270000,23.0,1396.0,90.0,219.66895999999997,1,0,0,0,1,0,0,1,1
2019,5000,5.0,570000,18.78,999.0,75.0,95.0,0,1,0,0,1,0,0,1,1
2007,35000,5.0,150000,18.2,1061.0,64.0,84.0,0,1,0,0,1,0,0,1,1
2013,120000,7.0,350000,15.3,2956.0,83.83,250.0,1,0,0,0,1,0,0,2,1
2008,59400,4.0,70000,16.1,796.0,37.0,59.0,0,1,0,0,1,0,0,4,1
2010,25000,5.0,180000,19.7,796.0,46.3,62.0,0,1,0,0,1,0,0,2,1
2019,7500,5.0,5400000,16.78,1995.0,190.0,400.0,1,0,0,0,0,1,0,1,2
2015,50000,5.0,325000,19.34,1198.0,76.0,104.0,0,1,0,0,1,0,0,1,2
2016,47552,5.0,930000,19.67,1582.0,126.2,259.9,1,0,0,0,1,0,0,2,1
2017,25471,5.0,675000,21.9,1396.0,90.0,219.66895999999997,1,0,0,0,0,1,0,1,1
2013,90000,5.0,409999,23.59,1364.0,67.04,170.0,1,0,0,0,1,0,0,1,1
2009,110000,7.0,250000,11.57,2179.0,138.1,320.0,1,0,0,0,1,0,0,1,1
2017,65000,5.0,770000,25.5,1498.0,98.6,200.0,1,0,0,0,1,0,0,2,1
2011,80000,5.0,100000,18.0,1248.0,75.0,190.0,1,0,0,0,1,0,0,1,1
2017,96000,5.0,575000,19.87,1461.0,83.8,200.0,1,0,0,0,1,0,0,1,1
2017,80000,5.0,650000,21.19,1396.0,88.73,220.0,1,0,0,0,1,0,0,1,1
2014,25000,5.0,385000,23.1,998.0,67.04,90.0,0,1,0,0,1,0,0,1,1
2015,125000,7.0,900000,12.99,2494.0,100.6,200.0,1,0,0,0,1,0,0,1,1
2013,95000,7.0,600000,12.99,2494.0,100.57,200.0,1,0,0,0,1,0,0,2,1
